territory,year,company_total,company_individual,company_society,company_density,company_nr_cae_a,company_nr_cae_b,company_nr_cae_c,company_nr_cae_d,company_nr_cae_e,company_nr_cae_f,company_nr_cae_g,company_nr_cae_h,company_nr_cae_i,company_nr_cae_j,company_nr_cae_l,company_nr_cae_m,company_nr_cae_n,company_nr_cae_p,company_nr_cae_q,company_nr_cae_r,company_nr_cae_s,company_nr_employee_[<10],company_nr_employee_[10-19],company_nr_employee_[20-49],company_nr_employee_[50-249],company_nr_employee_[>249],company_employee_nr_cae_a,company_employee_nr_cae_b,company_employee_nr_cae_c,company_employee_nr_cae_d,company_employee_nr_cae_e,company_employee_nr_cae_f,company_employee_nr_cae_g,company_employee_nr_cae_h,company_employee_nr_cae_i,company_employee_nr_cae_j,company_employee_nr_cae_l,company_employee_nr_cae_m,company_employee_nr_cae_n,company_employee_nr_cae_p,company_employee_nr_cae_q,company_employee_nr_cae_r,company_employee_nr_cae_s,company_employee_nr_total,company_gva_cae_a,company_gva_cae_b,company_gva_cae_c,company_gva_cae_d,company_gva_cae_e,company_gva_cae_f,company_gva_cae_g,company_gva_cae_h,company_gva_cae_i,company_gva_cae_j,company_gva_cae_l,company_gva_cae_m,company_gva_cae_n,company_gva_cae_p,company_gva_cae_q,company_gva_cae_r,company_gva_cae_s,company_gva_total,company_births_af,company_births_ice,company_births_s,company_births_total
Alcochete,2020,1963,1295,668,15.3,110,0,80,3,3,116,308,39,163,56,78,243,306,98,170,96,94,1890,40,18,12,3,431,0,606,3,176,759,1664,63,404,99,97,338,400,166,228,105,129,5668,8881,0,24897,-2,7457,35183,56309,607,3501,2704,12806,7324,2258,1913,2606,8647,576,175666,8,24,222,254
Alcochete,2021,1983,1286,697,15.4,111,0,85,2,3,112,304,39,144,59,87,252,311,99,185,88,102,1913,36,21,10,3,436,0,613,0,0,787,1515,70,335,109,113,359,403,182,245,96,136,5587,9168,0,24988,0,0,44552,54863,665,3794,3483,16948,8123,4348,2034,3143,7845,707,193778,8,20,265,293
Alcochete,2022,2154,1427,727,16.8,107,0,85,5,3,119,323,41,151,70,97,280,365,114,186,100,108,2076,43,20,12,3,390,0,623,5,183,963,1685,79,350,98,128,408,480,199,254,112,144,6101,11213,0,29126,-5,8004,56271,66315,794,5475,2114,14267,9613,5546,2264,3712,8545,1096,224350,12,18,337,367
Alcochete,2023,2320,1532,788,18.1,116,0,86,0,3,138,340,52,150,94,102,302,393,129,197,104,114,2234,49,25,9,3,412,0,642,0,190,947,1768,96,407,121,129,461,453,230,257,114,150,6377,17085,0,30941,0,7209,53391,74119,1170,5352,3343,3137,36186,4027,2716,4224,13625,1004,257529,17,28,370,415
Alcochete,2024,2437,1624,813,19.0,119,0,81,1,4,147,326,66,155,109,117,317,409,128,217,106,135,2356,43,25,10,3,429,0,602,0,207,1010,1732,138,416,0,142,491,479,234,289,117,162,6593,15760,0,30492,0,9314,64789,84291,2945,6676,0,3443,40180,4601,2938,4855,4368,948,279935,10,26,359,395
Alcoutim,2016,292,215,77,0.5,96,0,14,1,0,18,48,5,39,2,0,18,18,8,8,7,10,287,5,0,0,0,120,0,48,0,0,38,74,9,48,0,0,46,24,8,8,15,30,475,696,0,515,0,0,475,651,52,440,0,0,756,215,24,45,48,-6,4384,16,1,20,37
Alcoutim,2017,323,242,81,0.6,114,0,14,1,0,20,46,5,37,3,2,20,25,8,8,10,10,319,4,0,0,0,139,0,48,0,0,43,68,9,47,7,0,43,33,8,8,16,26,501,779,0,476,0,0,472,663,75,459,29,0,767,309,47,139,92,263,5179,24,3,26,53
Alcoutim,2018,324,239,85,0.6,103,0,12,1,0,21,47,4,44,3,2,18,35,7,8,10,9,319,5,0,0,0,135,0,43,0,0,49,69,7,57,5,0,41,43,7,8,16,25,513,1170,0,462,0,0,590,872,97,571,53,0,905,352,50,148,123,266,6225,14,5,33,52
Alcoutim,2019,346,256,90,0.6,113,0,14,1,0,25,47,4,45,3,3,16,39,6,11,11,8,341,5,0,0,0,150,0,0,0,0,46,70,7,58,3,6,39,46,6,11,18,18,518,885,0,0,0,0,603,721,121,811,64,247,1059,362,32,148,74,321,6593,11,5,22,38
Alcoutim,2020,348,253,95,0.6,116,0,16,1,0,24,45,4,43,4,3,17,35,6,12,13,9,344,4,0,0,0,0,0,48,0,0,49,64,8,63,5,5,41,44,6,12,19,17,535,0,0,610,0,0,735,824,132,483,84,137,739,295,39,108,85,251,5785,15,5,22,42
Alcoutim,2021,365,260,105,0.6,120,0,16,1,0,27,43,4,47,3,4,21,36,7,13,12,11,361,4,0,0,0,156,0,47,0,0,56,65,7,67,0,4,46,44,7,13,13,19,549,1032,0,667,0,0,653,998,121,466,0,21,798,390,34,164,133,360,6451,11,2,29,42
Alcoutim,2022,365,257,108,0.6,120,0,18,2,0,24,37,5,45,4,6,22,36,7,14,13,12,360,4,1,0,0,0,0,56,0,0,49,59,8,77,5,7,51,47,7,14,14,28,575,0,0,751,0,0,473,1249,174,939,81,94,1164,390,71,212,301,86,7460,10,4,18,32
Alcoutim,2023,365,249,116,0.6,110,0,16,5,0,27,41,10,46,5,7,21,33,6,11,14,13,360,4,1,0,0,141,0,51,5,0,58,66,14,81,6,8,52,43,6,11,14,29,585,993,0,747,357,0,547,720,238,1114,105,-36,1548,490,53,273,175,185,7507,15,7,25,47
Alcoutim,2024,378,253,125,0.7,126,0,14,10,0,25,40,10,44,5,8,17,32,8,13,13,13,373,5,0,0,0,155,0,51,10,0,56,62,16,72,6,9,54,41,9,13,13,27,594,934,0,733,7222,0,947,1051,317,1120,137,16,1538,614,55,162,231,224,15302,15,4,20,39
Alcácer do Sal,2016,1822,1372,450,1.2,773,1,69,3,5,86,235,19,162,13,25,98,149,20,54,23,87,1783,25,14,0,0,1174,0,326,0,60,242,524,19,326,55,42,145,173,22,64,26,96,3301,13077,0,5555,0,1269,3309,7256,185,4898,1026,-151,1882,1194,87,628,19,579,40887,128,23,144,295
Alcácer do Sal,2017,1871,1407,464,1.2,804,1,68,3,5,77,233,16,170,13,26,102,161,19,56,33,84,1830,24,16,1,0,1237,0,315,3,0,264,496,18,350,65,45,158,189,20,70,39,96,3427,26814,0,5945,4,0,2914,7558,609,5996,1618,520,2372,1338,78,718,135,607,58599,99,14,144,257
Alcácer do Sal,2018,1887,1408,479,1.3,784,1,72,4,4,93,227,15,186,14,28,103,162,25,52,33,84,1839,30,18,0,0,1287,0,313,4,0,321,533,17,377,67,52,165,186,27,69,41,94,3565,26512,0,5477,5,0,3362,8459,253,7335,1558,281,2133,1418,88,852,211,632,58877,92,33,138,263
Alcácer do Sal,2019,1799,1287,512,1.2,703,1,70,4,4,99,224,16,189,13,31,105,142,24,54,34,86,1754,24,19,2,0,1224,0,333,4,0,346,522,20,458,78,56,159,169,27,78,44,96,3628,21588,0,7806,6,0,4834,10347,264,7786,1816,1078,2619,1471,118,1190,354,738,62373,60,20,120,200
Alcácer do Sal,2020,1762,1230,532,1.2,659,1,67,4,4,105,224,17,181,14,36,111,145,30,50,31,83,1716,27,16,3,0,1195,0,310,4,0,364,537,21,429,74,54,163,175,33,78,38,92,3581,20260,0,7444,3,0,5238,9997,170,6073,2131,653,2128,1635,131,995,138,596,58191,48,22,106,176
Alcácer do Sal,2021,1782,1240,542,1.2,646,1,67,5,3,115,230,17,177,15,46,117,155,27,51,32,78,1733,31,18,0,0,1154,0,318,5,10,359,512,23,420,0,75,168,198,29,82,36,89,3549,20146,0,5392,2,242,5118,9183,204,7086,0,1417,2331,1820,166,1291,177,679,57213,63,25,119,207
Alcácer do Sal,2022,1830,1252,578,1.2,631,1,70,5,3,120,220,16,191,17,54,112,177,32,57,41,83,1780,35,14,1,0,1104,0,294,0,11,381,495,20,466,78,88,164,228,34,110,46,94,3621,19421,0,5230,0,-1,6193,10903,223,8863,2101,3823,3025,2138,176,1832,466,815,65203,56,31,155,242
Alcácer do Sal,2023,1861,1252,609,1.2,614,1,68,4,2,122,226,15,204,24,50,114,190,33,60,45,89,1810,33,16,2,0,1099,0,265,4,0,405,494,22,547,74,91,173,293,36,123,51,100,3782,15046,0,9202,1,0,7712,11095,303,10371,2014,3994,4022,3641,215,2349,450,278,70853,50,17,148,215
Alcácer do Sal,2024,1862,1234,628,1.2,584,1,79,4,2,115,226,21,222,23,58,117,190,33,60,46,81,1809,37,13,3,0,1006,0,266,4,0,424,500,28,630,55,101,176,289,36,131,55,93,3802,15999,0,13249,1,0,8466,12030,340,11594,1874,2607,3976,4427,211,2584,384,668,78602,46,26,131,203
Alenquer,2016,4058,2740,1318,13.3,605,12,276,11,4,271,850,169,259,46,103,295,534,128,195,77,223,3883,98,46,26,5,976,84,4206,122,30,859,2436,984,519,62,153,462,1141,148,354,109,303,12948,6919,1561,139379,6424,2968,15880,48439,26082,6022,1129,2918,6177,10058,629,4121,935,1973,281615,40,49,480,569
Alenquer,2017,4188,2843,1345,13.8,609,12,275,11,2,278,850,173,260,50,126,290,574,132,218,87,241,4013,92,50,27,6,928,71,4084,0,0,944,2620,1059,601,107,186,443,1505,148,409,118,319,13688,6721,1206,144182,0,0,16644,59242,26797,7542,2599,4384,8364,12321,707,4955,1082,2256,308574,51,54,485,590
Alenquer,2018,4319,2917,1402,14.2,590,11,274,12,3,303,846,178,274,55,134,304,622,133,242,92,246,4137,91,57,29,5,839,60,4328,115,35,1048,2710,1113,709,122,207,439,1421,140,454,125,310,14175,9889,1697,151690,6711,2905,22802,60622,26233,9116,3367,5979,6673,14744,704,5764,994,2116,332006,50,74,551,675
Alenquer,2019,4442,2971,1471,14.6,578,11,280,11,4,324,860,199,275,53,144,307,651,143,237,97,268,4253,97,53,33,6,800,58,4429,94,38,1274,2654,1217,793,115,195,473,1419,155,474,134,338,14660,10092,2493,159060,6287,3213,27204,66149,29586,10749,3560,6774,7859,15924,738,5710,1193,2429,359020,25,50,562,637
Alenquer,2020,4412,2901,1511,14.5,548,11,270,10,5,334,831,206,264,53,152,333,626,150,250,100,269,4224,99,56,29,4,803,56,4195,95,44,1152,2440,1127,715,104,205,511,1337,162,491,125,329,13891,10241,4379,148728,5996,3189,24368,58238,29472,6575,2822,5334,8400,13251,605,5460,927,1975,329960,25,60,458,543
Alenquer,2021,4471,2934,1537,14.7,525,9,277,12,6,344,848,219,251,49,154,352,644,143,272,98,268,4278,104,55,28,6,771,50,4257,101,53,1325,2475,1178,706,96,202,515,1681,148,525,128,326,14537,10123,5264,157191,5958,3227,27939,64929,29560,8714,2807,6012,9239,19099,654,6563,1160,1761,360201,23,48,491,562
Alenquer,2022,4764,3172,1592,15.7,520,8,268,16,8,354,830,223,268,63,181,377,797,163,281,107,300,4563,112,51,32,6,768,49,4780,98,60,1457,2523,1136,820,113,250,543,1531,173,527,137,356,15321,9690,6181,183690,6169,2856,31820,75089,30962,13369,3234,4502,10310,19525,1112,6852,1716,2158,409233,34,63,658,755
Alenquer,2023,4972,3290,1682,16.3,508,7,280,11,8,378,834,293,280,71,182,385,830,179,298,124,304,4765,112,56,30,9,772,51,5117,94,61,1492,2546,1183,839,126,266,560,2851,186,540,150,364,17198,13044,7745,223584,7005,3378,38324,73571,33551,18246,3706,7627,10272,36429,1261,7800,2242,2687,490474,39,62,673,774
Alenquer,2024,5170,3436,1734,17.0,510,8,280,5,10,405,835,334,276,77,193,399,858,186,322,139,333,4960,117,54,32,7,759,58,4661,86,62,1552,2473,1207,906,129,262,577,2250,194,579,171,385,16311,11221,8633,-38511,7110,3610,39975,83035,38859,20403,4363,9865,12045,28827,1681,8931,2457,2946,245452,30,76,679,785
Alfândega da Fé,2016,1055,944,111,3.3,725,0,20,3,0,31,82,12,40,1,3,37,27,13,24,5,32,1051,2,2,0,0,755,0,58,3,0,74,130,37,48,0,0,43,29,14,27,5,39,1267,1486,0,827,13905,0,924,1495,856,374,0,0,-449,220,42,199,22,235,20148,62,6,44,112
Alfândega da Fé,2017,1083,969,114,3.4,758,0,23,3,0,34,80,11,38,0,3,34,28,12,20,5,34,1077,4,2,0,0,785,0,66,3,0,81,130,39,59,0,0,38,29,13,22,0,42,1315,1435,0,1085,14047,0,959,1596,893,921,0,0,491,181,67,202,0,284,22217,65,12,29,106
Alfândega da Fé,2018,1132,1017,115,3.5,748,0,22,2,1,47,90,13,45,0,4,43,30,24,24,5,34,1125,4,3,0,0,778,0,99,0,0,95,137,41,70,0,4,49,32,26,26,0,37,1402,1803,0,2000,0,0,1144,1498,977,1064,0,28,652,241,269,288,0,286,10287,74,18,86,178
Alfândega da Fé,2019,1153,1040,113,3.6,771,0,21,2,1,50,90,14,48,0,1,44,25,25,24,4,33,1145,4,4,0,0,811,0,96,0,0,116,145,40,75,0,0,49,27,26,28,0,41,1463,2258,0,2106,0,0,1467,1576,1166,910,0,0,652,215,135,314,0,277,11120,65,6,40,111
Alfândega da Fé,2020,1013,894,119,3.1,654,0,24,2,1,51,84,10,45,2,3,44,25,18,20,2,28,1004,5,4,0,0,692,0,94,0,0,109,135,32,68,0,3,52,25,19,22,0,36,1295,1756,0,3177,0,0,1628,1801,387,437,0,19,567,198,136,233,0,179,10543,27,5,18,50
Alfândega da Fé,2021,1121,993,128,3.5,741,0,22,1,1,51,84,10,49,3,3,50,30,21,21,2,32,1113,4,4,0,0,769,0,89,0,0,112,130,33,73,4,3,56,30,21,24,0,41,1390,1953,0,2663,0,0,1560,2149,1073,782,34,68,741,206,126,241,0,224,11848,65,8,38,111
Alfândega da Fé,2022,1091,958,133,3.4,698,0,24,1,1,50,85,11,48,3,5,46,35,27,22,4,31,1082,4,5,0,0,725,0,96,0,0,122,133,34,77,0,5,53,37,27,25,4,40,1385,1789,0,2827,0,0,1673,2018,801,1236,0,106,570,201,219,311,27,225,12012,53,4,41,98
Alfândega da Fé,2023,1101,962,139,3.4,717,0,21,1,1,52,81,9,50,4,7,47,35,21,23,4,28,1092,4,5,0,0,745,0,105,0,0,115,125,0,85,6,7,53,35,21,31,4,36,1408,2506,0,3748,0,0,1478,2120,0,1095,32,115,841,344,116,363,16,249,14193,87,9,38,134
Alfândega da Fé,2024,1180,1036,144,3.7,780,0,25,2,1,52,80,11,49,3,7,43,48,23,23,5,28,1170,5,5,0,0,807,0,107,0,0,126,129,34,83,4,8,48,49,23,29,5,38,1494,3026,0,3831,0,0,2066,1980,899,1228,37,-290,945,373,136,482,19,291,15028,90,7,42,139
Alijó,2016,2382,2102,280,8.0,1610,0,87,4,0,73,186,31,110,7,16,47,78,25,61,11,36,2351,20,9,2,0,1875,0,415,4,0,176,421,65,250,10,16,107,118,33,67,31,40,3628,9250,0,8632,12,0,2011,6065,1167,3025,140,440,1106,1605,253,655,534,258,35153,105,19,98,222
Alijó,2017,2385,2099,286,8.0,1602,0,88,4,0,74,190,33,115,7,15,46,73,21,62,15,40,2353,21,7,4,0,1839,0,416,4,0,193,455,71,297,10,15,100,113,25,69,31,44,3682,9683,0,9470,13,0,2959,6476,1311,3880,174,398,1310,1599,123,627,704,278,39006,96,10,83,189
Alijó,2018,2429,2138,291,8.2,1565,0,97,5,0,87,214,34,123,7,16,52,74,24,72,18,41,2400,18,7,4,0,1783,0,433,5,0,192,502,72,295,10,16,89,126,31,77,46,44,3721,10001,0,11886,14,0,3380,7975,1447,4598,174,767,1093,2030,243,800,934,306,45648,95,28,132,255
Alijó,2019,2415,2109,306,8.1,1531,0,93,5,0,93,215,37,126,7,18,56,69,26,77,18,44,2384,22,6,3,0,1738,0,0,5,0,207,475,81,303,0,18,80,125,31,84,59,47,3674,11558,0,0,17,0,3260,7667,1544,5241,0,423,1142,1751,232,816,1454,351,48124,74,13,83,170
Alijó,2020,2362,2038,324,7.9,1488,0,95,5,0,91,208,38,123,7,15,62,68,24,78,20,40,2337,16,6,3,0,1667,0,0,5,0,193,467,0,270,10,15,94,117,26,84,53,44,3518,10034,0,0,12,0,2704,7997,0,2248,105,484,1130,1634,154,740,134,329,38844,81,12,65,158
Alijó,2021,2275,1948,327,7.6,1415,0,96,2,0,92,198,34,120,8,17,61,77,23,77,15,40,2247,18,7,3,0,1591,0,391,0,0,194,445,72,278,0,17,89,132,25,83,52,43,3425,9712,0,15359,0,0,2943,10638,1879,3177,0,365,1203,1857,162,787,596,318,49093,62,17,61,140
Alijó,2022,2349,2007,342,7.9,1442,0,98,2,0,91,210,31,122,6,20,67,78,30,88,18,46,2321,19,6,3,0,1622,0,409,0,0,182,453,71,286,9,0,95,133,32,97,0,49,3534,10828,0,16152,0,0,2426,10909,1979,5959,86,0,1351,2619,187,1011,0,374,56165,71,9,82,162
Alijó,2023,2320,1959,361,7.8,1388,0,95,1,0,92,215,31,129,7,16,73,80,32,89,20,52,2293,18,5,4,0,1563,0,0,0,0,0,477,68,309,11,23,97,141,34,98,82,56,3573,11776,0,0,0,0,0,11929,1783,7116,94,746,1534,2993,142,1067,2975,399,61781,86,12,97,195
Alijó,2024,2329,1956,373,7.8,1394,0,96,1,0,94,210,31,130,9,17,76,78,28,91,23,51,2301,14,9,5,0,1668,0,425,0,0,441,460,77,342,14,0,97,143,30,104,98,54,4005,10745,0,15586,0,0,4662,11802,2276,7494,158,0,1943,3262,199,1324,3012,479,64395,70,10,71,151
Aljezur,2016,947,721,226,2.9,153,1,29,11,0,95,125,14,260,9,22,37,78,22,27,33,31,932,13,2,0,0,192,0,67,0,0,151,305,16,480,9,28,51,83,32,30,47,32,1545,2036,0,717,0,0,1590,4651,240,6497,153,667,690,597,288,337,532,163,19504,15,34,121,170
Aljezur,2017,1020,767,253,3.2,158,1,37,11,0,95,128,12,294,8,22,39,91,18,31,39,36,1006,12,1,1,0,207,0,73,0,0,169,331,16,555,8,29,51,94,28,34,61,37,1717,2291,0,823,0,0,1948,5620,228,8697,146,708,922,744,340,323,849,240,24220,22,15,121,158
Aljezur,2018,1115,837,278,3.4,163,1,39,12,0,102,130,13,350,6,25,46,97,22,28,38,43,1098,15,1,1,0,206,0,80,12,0,189,359,18,627,0,32,60,103,35,30,67,46,1883,2061,0,728,31,0,2410,5996,243,10056,0,1013,964,844,389,239,536,260,26235,27,24,146,197
Aljezur,2019,1149,854,295,3.6,152,1,38,14,0,100,129,15,355,8,28,63,103,30,26,43,44,1133,12,3,1,0,0,0,72,14,0,201,355,20,674,9,37,78,106,64,27,72,46,1984,0,0,852,33,0,3014,5939,270,11340,283,881,1423,666,642,191,849,297,29511,15,11,132,158
Aljezur,2020,1108,797,311,3.4,157,1,38,10,0,103,135,15,303,9,31,71,91,31,25,47,41,1090,14,3,1,0,0,0,67,10,0,218,392,20,605,10,41,91,96,63,26,68,41,1958,0,0,768,15,0,4230,6974,168,7909,273,1328,1537,643,337,367,85,213,27720,10,16,100,126
Aljezur,2021,1223,891,332,3.8,159,1,39,14,0,110,136,16,343,11,37,75,122,36,31,46,47,1200,18,4,1,0,0,0,67,14,0,251,401,23,660,12,48,92,126,77,31,68,47,2132,0,0,984,11,0,4005,7916,245,10474,144,3703,1659,864,899,211,90,252,34241,16,27,135,178
Aljezur,2022,1406,1065,341,4.3,154,1,39,17,0,126,141,17,445,17,40,89,133,47,33,52,55,1378,21,5,2,0,191,0,74,17,0,300,442,0,834,18,54,112,137,88,34,85,57,2483,2409,0,1041,7,0,6649,8037,0,15634,368,2932,2059,1620,898,470,457,372,43818,13,31,191,235
Aljezur,2023,1579,1208,371,4.9,155,1,38,8,0,128,155,25,527,24,53,95,167,46,41,57,59,1547,20,10,2,0,219,0,80,0,0,243,538,33,1026,25,68,114,177,89,42,98,61,2835,2005,0,1522,0,0,5863,10320,476,21984,751,3039,2348,1536,1092,427,818,387,53191,16,22,277,315
Aljezur,2024,1752,1343,409,5.4,163,1,41,10,0,132,161,46,584,28,60,105,200,49,49,59,64,1707,31,11,3,0,342,0,0,10,0,244,556,56,1120,29,83,123,210,87,58,101,67,3184,3412,0,0,30,0,4361,10797,648,25462,1173,4536,3578,2390,1199,752,1492,675,62904,17,32,245,294
Aljustrel,2016,908,701,207,2.0,257,2,50,1,2,44,192,8,105,5,11,48,70,32,34,16,31,890,5,8,3,2,459,0,270,0,0,131,421,14,165,7,14,68,81,35,64,16,41,2464,5017,0,4936,0,0,2015,6035,315,1768,68,163,791,892,186,413,90,303,90898,14,4,83,101
Aljustrel,2017,910,699,211,2.0,247,2,51,1,1,38,197,9,112,8,10,51,78,29,30,13,33,891,7,7,3,2,393,0,302,0,0,135,443,16,176,10,13,76,91,32,58,13,42,2498,8628,0,3651,0,0,2184,7096,306,2161,56,273,932,785,190,331,90,305,115282,15,4,79,98
Aljustrel,2018,936,712,224,2.0,250,2,54,1,2,44,198,9,118,7,9,54,85,30,27,12,34,912,14,5,3,2,393,0,304,0,0,153,445,16,202,0,12,74,102,33,34,12,41,2528,4132,0,4792,0,0,2573,7236,315,2372,0,400,1008,959,195,427,56,342,89093,20,17,73,110
Aljustrel,2019,914,683,231,2.0,249,2,57,1,1,45,191,8,107,9,10,49,84,29,28,9,35,893,12,3,4,2,386,0,327,0,0,159,454,20,180,9,14,71,95,32,36,9,37,2431,7005,0,7703,0,0,2497,7697,411,2419,118,270,1026,917,230,395,39,377,96392,12,12,56,80
Aljustrel,2020,891,655,236,1.9,250,2,55,1,0,44,188,7,97,8,9,51,82,29,24,8,36,867,15,3,4,2,395,0,292,0,0,167,451,22,157,10,13,74,105,31,50,8,38,2408,3880,0,8817,0,0,1917,8672,532,1410,151,433,1149,994,170,128,30,297,88428,20,5,49,74
Aljustrel,2021,876,640,236,1.9,245,2,52,1,0,43,181,8,87,8,9,53,79,30,34,11,33,851,12,7,4,2,420,0,300,0,0,161,429,24,134,11,13,73,92,31,66,12,34,2417,12657,0,9122,0,0,882,8716,584,1462,175,464,1125,1126,169,229,70,297,164611,14,3,69,86
Aljustrel,2022,912,667,245,2.0,238,2,54,3,0,55,179,10,94,9,10,56,83,40,31,13,35,886,13,9,2,2,424,0,279,3,0,142,415,0,147,13,14,79,96,41,63,14,39,2446,14169,0,10198,0,0,2702,9391,0,1994,247,387,1386,1095,240,274,127,368,149921,12,14,73,99
Aljustrel,2023,890,636,254,1.9,225,2,54,3,0,48,167,14,90,10,10,51,84,42,35,19,36,867,11,8,2,2,434,0,298,3,0,125,409,49,136,14,12,70,97,44,66,0,39,2484,15317,0,15744,0,0,2043,9891,1130,2233,308,583,1309,1236,246,243,0,332,131578,14,7,74,95
Aljustrel,2024,898,641,257,2.0,227,2,55,3,0,48,165,15,99,11,8,49,86,33,36,21,40,875,8,10,3,2,555,0,304,3,0,145,406,51,156,0,10,68,104,36,50,22,43,2729,27722,0,15806,1,0,2620,10188,1003,3073,0,255,1546,1617,204,270,175,354,185426,9,12,67,88
Almada,2016,17057,12088,4969,243.6,325,4,448,37,7,949,2859,208,1411,346,497,1984,3654,938,1638,655,1097,16718,206,105,22,6,357,7,1810,37,492,2611,6282,1910,3651,823,773,2981,5985,1971,2747,842,1442,34721,2338,140,40767,672,16446,35255,93942,109432,37421,18595,20773,49032,43935,26064,41345,5774,9057,550989,38,213,2793,3044
Almada,2017,18005,12796,5209,257.2,328,4,458,37,8,1020,2813,267,1492,396,627,2074,3991,939,1699,688,1164,17640,218,112,29,6,368,7,1924,37,491,3050,6322,1981,4071,912,943,3153,6694,2024,2944,934,1538,37393,2737,113,41537,431,15397,48283,101750,116411,44542,22400,20508,55240,51496,26636,43899,6908,9554,607842,50,224,3190,3464
Almada,2018,18719,13096,5623,267.4,346,4,445,35,9,1128,2793,432,1632,415,765,2064,4099,953,1690,715,1194,18311,251,122,29,6,397,9,2005,35,486,3270,6496,2113,4220,1012,1134,3213,6600,2081,3019,963,1547,38600,2793,267,43185,353,15094,57417,108854,118488,49602,25029,28981,59229,53974,27821,46441,7402,9954,654884,63,250,3333,3646
Almada,2019,19787,13654,6133,282.6,315,4,471,37,10,1284,2834,644,1661,500,814,2096,4358,941,1707,783,1328,19340,282,124,34,7,0,0,2103,37,492,3800,6448,2368,6527,1168,1261,3286,6986,2051,3060,1005,1766,42836,0,0,47125,195,17481,65275,112129,125484,78171,28588,23533,61297,56748,30689,51465,8904,12326,722712,28,324,3600,3952
Almada,2020,19499,13134,6365,278.5,295,5,444,38,14,1316,2798,719,1604,495,857,2112,4081,977,1743,718,1283,19044,283,134,31,7,0,0,2034,38,484,3982,6330,2407,6234,1159,1278,3445,6216,2175,3060,929,1765,41997,0,0,45918,-68,17588,68584,102665,101242,58096,29168,26032,61511,54319,29181,45380,5907,10587,659794,19,249,2609,2877
Almada,2021,20403,13677,6726,291.4,286,4,450,36,13,1412,2799,758,1593,591,927,2242,4389,1001,1880,774,1248,19940,290,127,39,7,413,25,2081,36,487,4295,6237,2456,5987,1323,1390,3617,7018,2238,3257,985,1807,43652,2619,856,46482,-128,21628,75394,110476,110007,65821,38460,44977,72099,61406,33431,54772,6854,10373,755526,27,292,3430,3749
Almada,2022,22621,15560,7061,323.1,307,4,469,61,13,1532,2778,983,1702,714,1041,2353,5345,1106,1980,871,1362,22132,308,133,41,7,466,23,2270,61,494,4521,6438,2594,6451,1414,1542,3775,7078,2500,3443,1140,1804,46014,2815,681,54088,-451,15444,91804,129219,121204,89067,45506,36773,78439,68168,38522,60403,17010,15045,863736,38,362,4432,4832
Almada,2023,24623,17126,7497,351.7,298,4,482,50,15,1608,2796,1286,1844,823,1056,2552,6170,1186,2039,951,1463,24092,332,146,45,8,441,0,2513,53,0,4880,6334,3075,6742,1630,1522,3929,7877,2728,3628,1209,1962,49037,2570,0,61728,-103,0,106285,136850,144637,103693,54701,36885,84867,73707,29276,67402,20684,18637,962082,37,365,4940,5342
Almada,2024,25836,18050,7786,369.0,298,4,490,47,13,1700,2770,1497,1875,914,1112,2692,6484,1236,2059,1047,1598,25268,353,161,45,9,424,0,2809,0,473,5264,6576,3417,6700,1737,1595,4027,8362,2807,3682,1313,2073,51330,4683,0,62319,0,21877,120444,152315,183394,111084,62243,43645,91449,86902,48083,73766,21213,22626,1108851,31,323,4568,4922
Almeida,2016,674,544,130,1.3,221,0,26,2,0,44,104,32,83,0,2,22,56,14,39,6,23,666,5,3,0,0,249,0,58,0,0,99,215,126,145,0,0,26,60,16,46,6,29,1079,840,0,559,0,0,1317,3863,4515,1470,0,0,214,465,77,534,93,175,14149,15,9,39,63
Almeida,2017,684,550,134,1.3,226,2,24,3,0,43,108,30,84,0,2,18,54,18,38,8,26,677,4,3,0,0,268,0,53,3,0,96,235,127,139,0,0,24,58,19,44,8,32,1110,882,0,530,15,0,1390,3899,4654,1578,0,0,177,505,80,526,100,200,14559,15,5,47,67
Almeida,2018,689,555,134,1.3,223,2,27,2,0,41,114,29,81,0,1,25,57,15,39,7,26,681,5,2,1,0,251,0,58,0,0,86,210,137,191,0,0,29,62,16,44,7,32,1128,1006,0,503,0,0,1088,3294,4901,2549,0,0,206,523,77,697,109,213,15194,15,9,49,73
Almeida,2019,684,546,138,1.3,227,3,25,2,0,43,112,31,80,0,3,23,53,15,35,7,25,672,8,3,1,0,265,0,53,0,0,82,207,159,202,0,3,32,58,15,40,7,31,1160,1034,0,737,0,0,766,3614,5422,2568,0,29,210,611,69,771,135,223,16198,13,8,37,58
Almeida,2020,668,537,131,1.3,227,3,23,2,0,45,106,26,73,1,4,24,50,16,35,8,25,658,6,2,2,0,259,4,50,0,0,82,206,169,188,0,4,30,56,16,39,11,31,1148,1088,16,792,0,0,1026,3571,6311,1309,0,24,238,446,110,770,122,218,16043,11,4,33,48
Almeida,2021,686,549,137,1.3,242,3,24,2,0,41,100,23,80,2,4,28,52,19,36,6,24,676,6,3,1,0,266,4,0,0,0,70,204,161,184,0,4,35,59,19,44,6,30,1139,221,22,0,0,0,337,4113,6912,2016,0,31,254,546,92,1096,76,205,16523,18,5,45,68
